doc_id,contents,data_type,metadata
493,"공간명: 103호
센터명: 한국교통대학교 창업보육센터
공간 유형: 호실형
좌석 수: 공실
임대료: 110000
보증금: 1000000
전용 면적: 34
공용 면적: 34
주소: 충북 증평군 증평읍 대학로 61 (용강리, 한국교통대학교증평캠퍼스) (27909)
센터 유형: 창업보육센터
센터 소개 유형: <p class=""txt_01"" style=""margin: 0px; padding: 60px 0px; word-break: keep-all; width: 624px; font-size: 32px; color: rgb(34, 34, 34); font-weight: 600; background: url(&quot;../images/insa_bg2.png&quot;) 65% 0px no-repeat rgb(255, 255, 255); font-family: notokr, sans-serif; letter-spacing: -0.666667px; line-height: 57.6px;""><span style=""margin: 0px; padding: 0px; word-break: keep-all; font-weight: inherit; color: rgb(1, 122, 215); font-family: notokr, sans-serif; font-size: 24pt; line-height: 57.6px;"">성공창업의 길잡이</span>가 되겠습니다.</p><p class=""txt_02"" style=""margin: 0px; padding: 0px; word-break: keep-all; font-size: 18px; color: rgb(34, 34, 34); line-height: 1.5em; font-family: notokr, sans-serif; letter-spacing: -0.666667px; background-color: rgb(255, 255, 255);"">한국교통대학교 창업보육센터는<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">지역의 우수한 창업가를 발굴하고,&nbsp;지역경제 활성화 및 일자리 창출을 위하여<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">1999년 개소한 이후&nbsp;<span style=""margin: 0px; padding: 0px; word-break: keep-all; color: rgb(140, 107, 209); font-family: notokr, sans-serif; font-size: 14pt; line-height: 27px;"">신규입주기업 유치와 벤처기업의 창업 활성화</span>에 기여하고 있습니다.<br style=""margin: 0px; padding: 0px; word-break: keep-all;""><br style=""margin: 0px; padding: 0px; word-break: keep-all;"">유망한 아이디어와 기술을 보유한 예비창업자 및 초기창업자를 발굴하여<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">성공창업에 다가갈 수 있도록 창업의 기본교육에서부터 사업화지원,&nbsp;투자유치 및 판로개척 등<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">기업의 성공에 이르는 모든 과정을&nbsp;<span style=""margin: 0px; padding: 0px; word-break: keep-all; color: rgb(140, 107, 209); font-family: notokr, sans-serif; font-size: 14pt; line-height: 27px;"">맞춤형&nbsp;One-Stop 서비스로 제공</span>하고 있습니다.<br style=""margin: 0px; padding: 0px; word-break: keep-all;""><br style=""margin: 0px; padding: 0px; word-break: keep-all;"">대학이 보유하고 있는 지식 및 기술, 정보를 바탕으로 기업의 성장에 아낌없이 지원하고 있으며,<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">이러한 활동을 통하여 지역 경제 활성화에 앞장서<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">성공기업 및 유니콘 기업을 배출을 목표로 하고 있습니다.<br style=""margin: 0px; padding: 0px; word-break: keep-all;""><br style=""margin: 0px; padding: 0px; word-break: keep-all;"">우수한 기업 양성, 청년 및 창업가 배출 등 성공 창업으로 가는 길을 제시하고자 하며,&nbsp;<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">국립한국교통대학교 창업보육센터만의 경쟁력을 갖출 수 있도록<br style=""margin: 0px; padding: 0px; word-break: keep-all;"">최선을 다하겠습니다.</p>
홈페이지: http://utbi.ut.ac.kr",spaces,{'dummy': None}
494,"공간명: 103호
센터명: 희망전북 POST-BI
공간 유형: 호실형
좌석 수: 엘펙
임대료: 468000
보증금: 4680000
전용 면적: 128
예약 가능 여부: 예약불가
주소: 전라북도 전주시 덕진구 상리1길 34 (54882)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 11pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">본 센터에서는 예비창업자 및 신생기업이 유망 기업으로 성장할 수 있도록 보육공간 및 산업화 시설 등 인프라지원은 물론 연구개발 및 애로기술지원, 경영컨설팅 및 마케팅지원 등에 이르는 종합적인 지원체제를 구축하여 입체적 지원에 노력하고 있습니다.</span></p>
홈페이지: https://postbi.jbnu.ac.kr",spaces,{'dummy': None}
495,"공간명: 103호
센터명: 순천대 창업보육센터
공간 유형: 호실형
좌석 수: 공실
임대료: 180000
전용 면적: 40
예약 가능 여부: 예약불가
주소: 전라남도 순천시 중앙로 255, 순천대학교 국제문화컨벤션관 310호 창업보육센터 (57922)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">예비창업자 또는 창업한지 2년 미만의 창업자를 대상으로 순천대학교 창업보육센터의 인프라(인력‧공간 등) 행정, 경영 및 기술 등의 창업지원프로그램을 제공하여 기업경영 능력을 개발하고, 창업유관기관과의 연계 및 홍보를 통하여 지식정보를 제공함으로써 견실한 중견기업으로 성장시켜 지역경제 활성화를 도모하고자 합니다.</p>",spaces,{'dummy': None}
496,"공간명: 103호
센터명: 광주드림파크
공간 유형: 호실형
좌석 수: 트윈테크
임대료: 387900
보증금: 3879000
전용 면적: 55
공용 면적: 0
주소: 광주광역시 광산구 하남산단천변좌로 19 (62215)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">잠재적 성장가능성이 있는 창업기업의 발굴과 지원을 통해 BM의 혁신, 기업가치의 증대로 글로벌 진출을 지원하고 있습니다.</p>
홈페이지: http://www.daesungpe.com",spaces,{'dummy': None}
497,"공간명: 103호
센터명: 한국세라믹기술원(이천분원) 공예디자인 창업보육센터
공간 유형: 호실형
좌석 수: 해정세라믹스튜디오
전용 면적: 71
예약 가능 여부: 예약불가
주소: 경기도 이천시 신둔면 경충대로 3321 (17303)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">산업통상자원부 산하 한국세라믹기술원은 기업가정신과 참신한 벤처마인드를 갖추고 우수한 신기술을 사업화하려는 예비기술창업자 및 창업초기기업 발굴하여 지원하며, 세라믹 산업과 지역경제 발전을 목표로 하고 있습니다.</p>
홈페이지: http://kicet.re.kr/Front/Default.aspx?MenuNo=3020200",spaces,{'dummy': None}
498,"공간명: 103호
센터명: 대구가톨릭대학교 창업보육센터
공간 유형: 호실형
좌석 수: 공실
임대료: 655000
전용 면적: 132
예약 가능 여부: 예약불가
주소: 경상북도 경산시 하양읍 하양로 13-13 (38430)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 11pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">대구가톨릭대학교 창업보육센터는 바이오, 메디분야를 특화로 하며 창업 여건이 취약하여 사업화에 어려움을 겪고 있는 창업초기 기업(예비창업자)을 일정기간 입주시켜 기술개발에 필요한 범용기기 및 사업장 제공, 기술 및 경영지도, 자금지원 등 창업에 필요한 종합적인 지원을 하는 전문 기관입니다.</span></p>
홈페이지: http://www.cabic.co.kr",spaces,{'dummy': None}
499,"공간명: 103호
센터명: 한라대학교 창업보육센터
공간 유형: 호실형
좌석 수: 페이스 블룸 코스메틱
임대료: 610470
보증금: 4840000
전용 면적: 97
공용 면적: 97
주소: 강원 원주시 흥업면 한라대길 28 (흥업리, 한라대학교) (26404)
센터 유형: 창업보육센터
센터 소개 유형: <div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 녹색기술 및 자동차부품/소재 분야의 우수한 기술을 보유한 예비창업자 및 경쟁력을 갖춘 창업기업을 조기에 발굴하여 사업화 초기에 필요한 사무 공간 및 연구시설, 장비 등을 제공하고 대학이 보유한 인적인프라를 통한 기술개발과 시제품 제작 등에 필요한 종합적인 Business Service를 제공하기 위하여 2002년 7월 개소하였습니다.</span></p></div><div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">2013년 2월에는 창업보육센터2관을 신축 확장하고, 창업보육센터3관(산학협력관)을 추가 확장하여 제품 양산에 필요한 제반 인프라 구축이 완벽하게 이루어져, 이를 통해 성공적인 양산기술 개발과 사업화를 이루어 지속적으로 성장.발전할 수 있도록 지원하고 있습니다.</span><br><br><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 예비창업자 및 창업기업의 비즈니스 파트너가 되어, 적극적인 창업지원으로 창업성공률을 제고하여 지역경제 활성화 및 국가경제발전에 이바지 할 수 있도록 최선을 다하겠습니다.</span></p></div><p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">&nbsp;</p>
홈페이지: https://bic.halla.ac.kr/",spaces,{'dummy': None}
500,"공간명: 103호
센터명: 한라대학교 창업보육센터
공간 유형: 호실형
좌석 수: 페이스 블룸 코스메틱
임대료: 610470
보증금: 4840000
전용 면적: 97
공용 면적: 97
주소: 강원 원주시 흥업면 한라대길 28 (흥업리, 한라대학교) (26404)
센터 유형: 창업보육센터
센터 소개 유형: <div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 녹색기술 및 자동차부품/소재 분야의 우수한 기술을 보유한 예비창업자 및 경쟁력을 갖춘 창업기업을 조기에 발굴하여 사업화 초기에 필요한 사무 공간 및 연구시설, 장비 등을 제공하고 대학이 보유한 인적인프라를 통한 기술개발과 시제품 제작 등에 필요한 종합적인 Business Service를 제공하기 위하여 2002년 7월 개소하였습니다.</span></p></div><div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">2013년 2월에는 창업보육센터2관을 신축 확장하고, 창업보육센터3관(산학협력관)을 추가 확장하여 제품 양산에 필요한 제반 인프라 구축이 완벽하게 이루어져, 이를 통해 성공적인 양산기술 개발과 사업화를 이루어 지속적으로 성장.발전할 수 있도록 지원하고 있습니다.</span><br><br><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 예비창업자 및 창업기업의 비즈니스 파트너가 되어, 적극적인 창업지원으로 창업성공률을 제고하여 지역경제 활성화 및 국가경제발전에 이바지 할 수 있도록 최선을 다하겠습니다.</span></p></div><p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">&nbsp;</p>
홈페이지: https://bic.halla.ac.kr/",spaces,{'dummy': None}
501,"공간명: 103호
센터명: 한라대학교 창업보육센터
공간 유형: 호실형
좌석 수: 페이스 블룸 코스메틱
임대료: 610470
보증금: 4840000
전용 면적: 97
공용 면적: 97
주소: 강원 원주시 흥업면 한라대길 28 (흥업리, 한라대학교) (26404)
센터 유형: 창업보육센터
센터 소개 유형: <div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 녹색기술 및 자동차부품/소재 분야의 우수한 기술을 보유한 예비창업자 및 경쟁력을 갖춘 창업기업을 조기에 발굴하여 사업화 초기에 필요한 사무 공간 및 연구시설, 장비 등을 제공하고 대학이 보유한 인적인프라를 통한 기술개발과 시제품 제작 등에 필요한 종합적인 Business Service를 제공하기 위하여 2002년 7월 개소하였습니다.</span></p></div><div class=""sub_text3"" style=""margin-bottom: 30px; line-height: 20px; text-align: justify; margin-top: 0px; font-family: 'Nanum Gothic'; font-size: 11pt;""><p style=""line-height: 1.5; margin-top: 0px; margin-bottom: 0px; font-family: 'Nanum Gothic'; font-size: 14pt;""><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">2013년 2월에는 창업보육센터2관을 신축 확장하고, 창업보육센터3관(산학협력관)을 추가 확장하여 제품 양산에 필요한 제반 인프라 구축이 완벽하게 이루어져, 이를 통해 성공적인 양산기술 개발과 사업화를 이루어 지속적으로 성장.발전할 수 있도록 지원하고 있습니다.</span><br><br><span style=""line-height: 24px; margin-top: 0px; margin-bottom: 0px; font-family: 굴림체; font-size: 12pt;"">한라대학교 창업보육센터는 예비창업자 및 창업기업의 비즈니스 파트너가 되어, 적극적인 창업지원으로 창업성공률을 제고하여 지역경제 활성화 및 국가경제발전에 이바지 할 수 있도록 최선을 다하겠습니다.</span></p></div><p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">&nbsp;</p>
홈페이지: https://bic.halla.ac.kr/",spaces,{'dummy': None}
502,"공간명: 103호
센터명: 충북대학교 G-테크 벤처센터
공간 유형: 호실형
좌석 수: 유니웰 주식회사
임대료: 388000
보증금: 3880000
전용 면적: 48
예약 가능 여부: 예약불가
주소: 충청북도 청주시 흥덕구 가로수로 1251 (28420)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">충북대학교 G-테크벤처센터(Post-BI)는 창업보육단계를 거친 유망 기술력을 보유한 중소기업 중 글로벌 및 그린분야 창업기업 및 기술혁신형기업을 대상으로 기업성장에 필요한 각종 지원을 통해 스타벤처기업을 육성하기 위해 설립되었다.</p>
홈페이지: http://cb-postbi.cbnu.ac.kr",spaces,{'dummy': None}
503,"공간명: 103호
센터명: 숙명여자대학교 창업보육센터
공간 유형: 호실형
좌석 수: (주)에프에셀
임대료: 350000
보증금: 3000000
전용 면적: 24
예약 가능 여부: 예약불가
주소: 서울특별시 용산구 청파로47길 100 (04310)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""line-height: 33.6px; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"" nanum="""" 0px;'="""" 0px;="""" 14pt;="""" gothic';=""""><span style=""line-height: 33.6px; font-family: Nanum Gothic; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;"">숙명여대 창업센터는 2012년 3월 준공식 및 개소식을 통하여 창업센터를 본격적으로 운영하고 있습니다. &nbsp;국내 여성 창업의 페러다임을 주도하여 세계 최초의 창업선도 여자대학을 목표로 창업에 실질적으로 도움이 될 수 있는 숙명여대의 특화된 BI창업지원시스템을 제공합니다. &nbsp;창업초기 기업들은 우수한 아이템과 기술을 보유하고 있더라도 급격한 변화와 자금의 부족으로 인해 어려움을 겪는 경우가 많습니다. 이에 따라 실전창업 경험 및 실무능력을 보유한 우수한 창업매니저 및 각 분야별 전문위원들을 통해 창업상담과 경영 및 기술애로 상담을 적극 지원하여 해결해주고 있습니다.&nbsp;&nbsp;또한 센터는 사업화. 판로개척에 이르는 종합지원시스템을 갖추어 센터를 찾아주시는 여러분들의 걸음이 헛되지 않도록 더욱더 노력할 것입니다. 창의성과 진취성을 갖춘 예비창업인들을 발굴, 육성하여 새로운 가치를 창조하는 미래 벤처인의 요람으로 성장 발전시키는데 최선의 노력을 기울이겠습니다. </span></p>
홈페이지: http://changup.sookmyung.ac.kr",spaces,{'dummy': None}
504,"공간명: 103호
센터명: 한동대학교 창업보육센터
공간 유형: 호실형
좌석 수: (주)홀잡펠이펙티브마이크로브스
임대료: 200000
보증금: 2000000
전용 면적: 22
공용 면적: 0
주소: 경상북도 포항시 북구 흥해읍 한동로 558 (37554)
센터 유형: 창업보육센터
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'>한동대학교 창업보육센타는 중소기업청의 지원을 받아 2000년 4월에 설립되어, 2005년 6월에 공장동을 추가로 신축하였습니다. 2014년 상반기 현재, 10평룸 13개 20평룸 11개, 공장동 3개(30평, 40평, 30평)를 갖추고 입주기업 24개에 이르도록 성장하였습니다. 대구-포항 한동대 - 영일만을 잇는 영일만도로가 건설되어 대구권을 1시간 만에 연결하게 되었고, 2014년 말, 한동대 부근에 KTX역사가 들어오면 수도권을 2시간에 연결하는 수월한 입지조건을 갖추게 됩니다. 장순흥 신임총장님의 학교발전비전인 10대 프로젝트에 발맞추어 포항을 행복하게 만드는 한동대가 되는데, 일조하는 창업보육센터가 되고자 합니다. 입주기업과의 산학협력을 활성화 하여 상생의 관계를 구축하고, 학생창업을 지원하는 창업카페의 구현, 글로벌 창업기업의 유치 등을 통해 한동대만의 특별한 보육센터로 성장하게 될 것입니다. 창의력 있는 벤처인의 창업의욕 고취와 꿈의 실현을 도움으로서, 지역 경제 발전뿐아니라 국가경제에 기여하는 센터로 자리 잡도록 힘쓰겠습니다. 여러분의 많은 관심과 지원 부탁드립니다. </p>
홈페이지: http://www.puholdings.co.kr",spaces,{'dummy': None}
505,"공간명: 103호
센터명: 협성대학교 창업보육센터
공간 유형: 호실형
좌석 수: 주식회사 엠이플로우텍
임대료: 493000
보증금: 5916000
전용 면적: 44
공용 면적: 0
주소: 경기도 화성시 봉담읍 최루백로 72 (18330)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 11pt; line-height: 1.8; margin-top: 0px; margin-bottom: 0px;""><span style=""font-size: 14pt; font-family: 'Nanum Gothic'; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">협성대학교 창업보육센터는 신규 입주기업의 유치와 벤처기업의 창업을 적극 유도하고 있으며, 창업보육센터 입주기업의 사업화 및 기술 분야 멘토링, 창업기업 역량강화 프로그램 지원사업, 창업교육의 실시, 창업아이디어 경진대회 등을 통하여 경기도 지역 창업 활성화에 기여하고 있습니다.</span></p>
홈페이지: http://iacf.uhs.ac.kr",spaces,{'dummy': None}
506,"공간명: 103호
센터명: 경북대학교 창업보육센터
공간 유형: 호실형
좌석 수: 인텔로스 주식회사
임대료: 476100
보증금: 3600000
전용 면적: 77
공용 면적: 77
주소: 대구 북구 대학로 80 (산격동, 경북대학교) (41566)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;""><span style=""color: rgb(89, 87, 87); font-size: 18.6667px; letter-spacing: -0.5px; background-color: rgb(255, 255, 255); font-family: 'Nanum Gothic'; line-height: 33.6001px; margin-top: 0px; margin-bottom: 0px;"">경북대학교 테크노파크는 지역 산업의 고도화와 경제 활성화를 위해 1995년 산학연협력단으로 출발하여 현재 창업보육센터, 테크노빌딩, IT융합산업빌딩, 중소기업성장지원센터 등 총 4개의 집적시설을 관리․운영하고 있는 기업육성전문기관으로 성장하였습니다.</span><br style=""color: rgb(89, 87, 87); font-size: 18.6667px; letter-spacing: -0.5px; background-color: rgb(255, 255, 255);""><span style=""color: rgb(89, 87, 87); font-size: 18.6667px; letter-spacing: -0.5px; background-color: rgb(255, 255, 255); font-family: 'Nanum Gothic'; line-height: 33.6001px; margin-top: 0px; margin-bottom: 0px;"">연면적 28,200㎡ 규모의 입주시설에 전기/전자, IT계열 180여 개의 기업을 육성하고 있는 특화된 창업집적단지를 조성하고 있습니다. 또한, 글로벌 기업육성 전문기관을 비전으로 유망 벤처기업들의 해외 진출을 지원하고 있으며 투자유치 활성화를 위하여 다양한 프로그램들도 운영 중에 있습니다.</span><br style=""color: rgb(89, 87, 87); font-size: 18.6667px; letter-spacing: -0.5px; background-color: rgb(255, 255, 255);""><span style=""color: rgb(89, 87, 87); font-size: 18.6667px; letter-spacing: -0.5px; background-color: rgb(255, 255, 255); font-family: 'Nanum Gothic'; line-height: 33.6001px; margin-top: 0px; margin-bottom: 0px;"">경북대학교 테크노파크는 기술 기반 창업을 촉진하고 기업의 경쟁력을 향상 할 수 있도록 유․무형의 인프라를 적극 활용하여 입주기업들이 여러 분야에서 겪고 있는 애로사항들을 파악하여 지원하는 수요자 중심의 맞춤형 기업지원플랫폼을 구축하여 글로벌 스타벤처기업 육성을 위해 노력하고 있습니다.</span></p><p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">&nbsp;</p><p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">&nbsp;</p>
홈페이지: http://www.knutp.org",spaces,{'dummy': None}
507,"공간명: 103호
센터명: 건국대학교 글로컬캠퍼스 창업보육센터
공간 유형: 호실형
좌석 수: (주)이씨에스
임대료: 495000
보증금: 4950000
전용 면적: 100
예약 가능 여부: 예약불가
주소: 충청북도 충주시 충원대로 268, 건국대학교 글로컬캠퍼스 창업보육센터 106호 (단월동) (27478)
센터 유형: 창업보육센터
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'>건국대학교 글로벌캠퍼스 창업보육센터는 혁신적인 사고와 창의적 아이디어로 특화된 창업기업을 육성하고 기업가치평가 우수 창업기업과 성과중심의 창업기업을 육성하며 산·학·연·관 상호연계 융합을 통한 시너지 효과를 창출하여 보육기간 내 우수 기업배출을 목적으로 운영되고 있습니다. 기술 및 사업성은 있으나 자금 및 시설확보의 어려움과 경영관리능력의 미흡으로 사업화 능력이 미흡한 신규 창업기업 및 예비창업자를 대상으로 창업의 성공 가능성을 높이기 위하여 창업자에게 시설 및 장소 등 인프라 지원과 세무 및 회계, 자금조달, 마케팅 등 각종지원을 제공하여 벤처기업의 창업 및 경영 효율성 증대를 위해 노력을 아까지 않겠습니다.</p>
홈페이지: http://bigc.kku.ac.kr",spaces,{'dummy': None}
508,"공간명: 103호
센터명: 경북대학교 창업보육센터
공간 유형: 호실형
좌석 수: (주)네오코그노
임대료: 414000
보증금: 4100000
전용 면적: 77
예약 가능 여부: 예약불가
주소: 대구광역시 북구 대학로 80 (41566)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;""> 경북대학교 테크노파크는 지역 산업의 고도화와 경제 활성화를 위해 1995년 산학연협력단으로 출발하여 현재 창업보육센터, 테크노빌딩, IT융합산업빌딩, 중소기업성장지원센터 등 총 4개의 집적시설을 관리․운영하고 있는 기업육성전문기관으로 성장하였습니다. <br> 연면적 28,200㎡ 규모의 입주시설에 전기/전자, IT계열 180여 개의 기업을 육성하고 있는 특화된 창업집적단지를 조성하고 있습니다. 또한, 글로벌 기업육성 전문기관을 비전으로 유망 벤처기업들의 해외 진출을 지원하고 있으며 투자유치 활성화를 위하여 다양한 프로그램들도 운영 중에 있습니다. <br> 경북대학교 테크노파크는 기술 기반 창업을 촉진하고 기업의 경쟁력을 향상 할 수 있도록 유․무형의 인프라를 적극 활용하여 입주기업들이 여러 분야에서 겪고 있는 애로사항들을 파악하여 지원하는 수요자 중심의 맞춤형 기업지원플랫폼을 구축하여 글로벌 스타벤처기업 육성을 위해 노력하고 있습니다. </p>
홈페이지: http://www.knutp.org",spaces,{'dummy': None}
509,"공간명: 104
센터명: 전북과학대학교 창업보육센터
공간 유형: 호실형
좌석 수: 소리소코스메틱
임대료: 195000
보증금: 1300000
전용 면적: 38
공용 면적: 0
주소: 전라북도 정읍시 정읍사로 509 (56204)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">21C 중심산업인 농생명공학, 바이오산업분야의 예비창업자 및 창업초기 기업에게 창업공간 및 각종 경영ㆍ기술지도 등의 체계적인 지원을 통하여 창의적인 아이디어 및 신기술을 중심으로 조기에 사업화 할 수 있는 기반을 통하여 중소ㆍ벤처기업의 창업활성화 및 성공률 제고등으로 지역경제 발전을 실현하고자 설립하였습니다.</p>
홈페이지: http://cbi.jbsc.ac.kr",spaces,{'dummy': None}
510,"공간명: 104
센터명: 제주대학교 창업보육센터
공간 유형: 호실형
좌석 수: 공실
임대료: 128000
보증금: 1360000
전용 면적: 27
예약 가능 여부: 예약불가
주소: 제주특별자치도 제주시 중앙로14길 21 (63169)
센터 유형: 창업보육센터
센터 소개 유형: <p style='line-height: 33.6px; font-family: ""Nanum Gothic""; font-size: 14pt; margin-top: 0px; margin-bottom: 0px;'> 참신한 아이디어와 기술 및 사업성은 있으나 제반 창업여건 취약으로 사업화에 어려움을 겪고 있는 예비창업자나 신규 창업자들에게 일정기간 입주하여 창업에 필요한 기술개발 또는 시제품제작 활동을 할 수 있도록 시설 및 공간을 지원한다. 시설은 개별 사무실과 시제품 제작을 할 수 있는 공동작업장이며, 공동작업장에는 공과대학 부속공장 장비인 머시닝센터, 와이어커팅기 등을 비롯한 선반, 밀링, 용접기, 계측기 등 범용공작기를 보유하고 있다. 또한 정보자료실에는 사무용 기기인 복사기, 팩시밀리, 프린터, 코팅기 등을 구비하여 필요시 사용할 수 있도록 하고 있다. 그리고 창업성공을 돕기 위해 경영, 회계, 법률 지적소유권 분야인 전문가를 자문위원으로 구성하여 관련분야의 애로사항을 덜어주고 입주업체의 연구분야와 맞는 교수를 자문교수로 위촉하여 효과적인 연구개발이 이루어지도록 하고 있다. </p>
홈페이지: http://jnubi.jejunu.ac.kr",spaces,{'dummy': None}
511,"공간명: 104
센터명: 바이오플렉스 창업보육센터
공간 유형: 호실형
좌석 수: 제너럴네이처(주)
임대료: 432000
보증금: 4320000
전용 면적: 66
예약 가능 여부: 예약불가
주소: 전라북도 전주시 덕진구 원장동길 111-18 (54810)
센터 유형: 창업보육센터
센터 소개 유형: <p style=""font-family: 'Nanum Gothic'; font-size: 14pt; line-height: 33.6px; margin-top: 0px; margin-bottom: 0px;"">바이오플렉스 창업보육센터는 창업보육기업과 예비창업자를 대상으로 생물산업진흥원의 장비, 인력, 공간, 인프라 및 창업교육 등을 제공하고 유관기관과 연계하여 농식품산업 창업기업의 역량강화 지원 업무를 담당합니다. </p>
홈페이지: http://www.jif.re.kr",spaces,{'dummy': None}
